centro	actividad	quien	importe	date
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION ENERO 2016 LIMPIEZA SOCIO CULTURAL AYUNTAMIENTO	FERROSER SERVICIOS AUXILIARES S.A.	404452.88	04/05/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION JULIO 2016 LIMPIEZA EDIFICIOS SOCIO CULTURAL.	FERROSER SERVICIOS AUXILIARES S.A.	391517.24	30/09/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	TERCERA ASE SISTEMA ENTRENAMIENTO CON FUEGO, DRAGER SAFETY	DRAGER-SAFETY-HISPANIA-SA	384999.01	12/01/17
EQUIPAMIENTOS INSTALACIONES	SUMINISTROS ELECTRICIDAD	GAS-NATURAL-COMERCIALIZADORA-SA	383037.18	05/05/16
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA I JUNIO	SERVISAR-SERVICIOS-SOCIALES-SL	380656.87	05/10/16
SERVICIO DE MOVILIDAD URBANA	PAGO A CUENTA 1º SEMESTRE 2016. SERV. TTE. VIAJEROS ZARAGOZA-GARRAPINILLOS-TORRE MEDINA. SUBVENCIÓN.	AUTOCARES-SAMAR-BUIL-SA	380000	28/03/16
SERVICIO DE MOVILIDAD URBANA	PAGO A CUENTA 2º SEMESTRE 2016. SERV. TRANSP. VIAJEROS ZARAGOZA-GARRAPINILLOS-TORRE MEDINA	AUTOCARES-SAMAR-BUIL-SA	380000	21/07/16
SERVICIO DE MOVILIDAD URBANA	CERTIF. 1/2016. PERÍODO 2 ENERO A 15 ABRIL DE 2016. MANTENIMIENTO Y CONSERVACIÓN SEÑALIZACIÓN HORIZONTAL Y VERTICAL RED VIARIA TÉRMINO MUNICIPAL DE ZARAGOZA.	API-MOVILIDAD-SA	371930.97	13/06/16
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	CERTIFICACION Nº 11-2 CONSERVACION Y MANTENIMIENTO ALUMBRADO PUBLICO (CUOTA FIJA)	UTE ALUMBRADO ZARAGOZA	370032.02	16/01/17
SECCION DE APOYO OPERATIVO	ACUERDO MARCO SUMINISTRO VESTUARIO SUMINISTRO 2016	EL-CORTE-INGLES-SA	369923.83	23/01/17
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA I SEPTIEMBRE	SERVISAR-SERVICIOS-SOCIALES-SL	367716.45	29/12/16
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA I AGOSTO	SERVISAR-SERVICIOS-SOCIALES-SL	366336.3	28/10/16
SERVICIO DE INSTALACIONES DEPORTIVAS	SERVICIOS DE MANTENIMIENTO EN TEMPORADA DE VERANO - JULIO 2016	FERROVIAL-SERVICIOS-SA	366311.59	07/10/16
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA I MAYO	SERVISAR-SERVICIOS-SOCIALES-SL	365390.34	12/08/16
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA I FEBRERO	SERVISAR-SERVICIOS-SOCIALES-SL	364111.24	27/05/16
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA I MARZO	SERVISAR-SERVICIOS-SOCIALES-SL	364107.86	12/07/16
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA I ABRIL	SERVISAR-SERVICIOS-SOCIALES-SL	362444.01	12/07/16
SERVICIO DE MOVILIDAD URBANA	PAGO A CUENTA 1º SEMESTRE 2016. SERV. TTE. VIAJEROS ZARAGOZA-EL ZORONGO-CIUDAD DEL TRANSPORTE. SUBVENCIÓN.	ALOSA-AUTOCARES-Y-AUTOBUSES-SL	357500	28/03/16
SERVICIO DE MOVILIDAD URBANA	PAGO A CUENTA 2º SEMESTRE 2016. SERV. TRANSP. VIALEROS ZARAGOZA-EL ZORONGO-CIUDAD DEL TRANSPORTE.	ALOSA-AUTOCARES-Y-AUTOBUSES-SL	357500	19/07/16
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA I JULIO	SERVISAR-SERVICIOS-SOCIALES-SL	355175.48	05/10/16
SERVICIO DE EXPLOTACIÓN DE REDES Y CARTOGRAFIA	50% CERTIFICACIÓN 33 SERVICIOS CONTADORES 01/04/16-30/06/16	AQUARA-SAU	352299.04	30/09/16
SERVICIO DE EXPLOTACIÓN DE REDES Y CARTOGRAFIA	50% CERTIFICACIÓN 32 SERVICIOS CONTADORES 01/01/16-31/03/16	AQUARA-SAU	351280.19	23/06/16
SERVICIO DE INSTALACIONES DEPORTIVAS	SERVICIOS DE MANTENIMIENTO EN TEMPORADA DE VERANO - JUNIO 2016	FERROVIAL-SERVICIOS-SA	350445.65	31/08/16
SERVICIO DE MOVILIDAD URBANA	ABONO 50% APORTACIÓN ANUAL 2016 (PRIMER SEMESTRE) AL CONSORCIO DE TRANSPORTE.	CONSORCIO-TRANSPO-AREA-ZARAGOZA	349119.98	31/10/16
EQUIPAMIENTOS INSTALACIONES	ELECTRICIDAD OCTUBRE ALUMBRADO PUBLICO	GAS-NATURAL-COMERCIALIZADORA-SA	346926.35	08/04/16
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA 1 DICIEMBRE 2015	SERVISAR-SERVICIOS-SOCIALES-SL	346425.24	29/04/16
SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	CERT. Nº 95 REPARACIONES ASFALTICAS 2016. ZONA II. CONSERVACION DEL VIARIO PUBLICO.	CONST-MARIANO-LOPEZ-NAVARRO-SA	345448.5	16/11/16
SERVICIO DE MOVILIDAD URBANA	PAGO A CUENTA 1º SEMESTRE 2016. SERV. TTE. VIAJEROS ZARAGOZA-SAN JUAN MOZARRIFAR-COGULLADA. SUBVENCIÓN.	ALOSA-AUTOCARES-Y-AUTOBUSES-SL	345000	28/03/16
SERVICIO DE MOVILIDAD URBANA	PAGO A CUENTA 2º SEMESTRE 2016. SERV. TRANSP. VIAJEROS ZARAGOZA-SAN JUAN MOZARRIFAR.	ALOSA-AUTOCARES-Y-AUTOBUSES-SL	345000	19/07/16
S. SOCIALES COMUNITARIOS	RO SAD ZARAGOZA NOVIEMBRE	SERVISAR-SERVICIOS-SOCIALES-SL	343604.8	06/04/17
EQUIPAMIENTOS INSTALACIONES	SUMINISTROS ELECTRICIDAD	GAS-NATURAL-COMERCIALIZADORA-SA	340275.37	08/04/16
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA I OCTUBRE	SERVISAR-SERVICIOS-SOCIALES-SL	331189.72	20/01/17
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA 1 DE 2 FERROSER LIMIEZA SOCIO CULTURAL MES DE ENERO DE 2016	FERROSER SERVICIOS AUXILIARES S.A.	319366.6	30/12/16
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA I ENERO	SERVISAR-SERVICIOS-SOCIALES-SL	312593.39	27/05/16
SERVICIO DE MOVILIDAD URBANA	PAGO A CUENTA 1º SEMESTRE 2016. TRANSPORTE VIAJEROS ZARAGOZA-MOVERA.	AUTOMOVILES-ZARAGOZA-SA	307500	28/01/16
SERVICIO DE MOVILIDAD URBANA	PAGO A CUENTA 2º SEMESTRE 2016. SERV. TRANSP. VIAJEROS ZARAGOZA-MOVERA.	AUTOMOVILES-ZARAGOZA-SA	307500	19/07/16
SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	PARCIAL - CERTIFICACIÓN Nº 92 - AGOSTO 2016 - EXPLOTACIÓN COMLEJO TRATAMIENTO RESIDUOS.	URBASER-SA-Y-VERTEDEROS-DE-RESID	305196.21	16/02/17
SERVICIO DE INSTALACIONES DEPORTIVAS	SERVICIOS DE MANTENIMIENTO EN TEMPORADA DE VERANO - 2-QUINCENA AGOSTO 2016	FERROVIAL-SERVICIOS-SA	303638.4	16/01/17
EQUIPAMIENTOS INSTALACIONES	SUMINISTROS DE ELECTRICIDAD	GAS-NATURAL-COMERCIALIZADORA-SA	298575	30/12/16
SER.INSPECCIÓN URBANÍSTICA	OBRAS DE EMERGENCIA AVENIDA CATALU/A, 243	ARASFALTO ARIDOS-HORMIGONES-ASFALTOS	297822.47	11/04/17
SERVICIO DE MOVILIDAD URBANA	CERT. Nº 8/2016. AGOSTO 2016. CONSERVACION MATERIAL SEMAFORICO DE ZARAGOZA	CERMA-ARRIAXA-SL	295553.03	17/01/17
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	CERTIFICACION Nº 10-2 CONSERVACION Y MANTENIMIENTO ALUMBRADO PUBLICO (CUOTA FIJA)	UTE ALUMBRADO ZARAGOZA	284503.21	10/01/17
SERVICIO DE INSTALACIONES DEPORTIVAS	CUOTA 2016 ARRENDAMIENTO CÉSPED ARTIFICIAL, EQUIPAMIENTO E INSTALACIONES TÉCNICAS PARA CC.MM.FF. FLETA Y SAN JOSÉ	BBVA RENTING S.A	281850.14	20/01/17
SERVICIO DE MOVILIDAD URBANA	PAGO A CUENTA 1º SEMESTRE 2016. SERV. TTE. VIAJEROS ZARAGOZA-MONZALBARBA-ALFOCEA. SUBVENCIÓN.	AGREDA-AUTOMOVIL-SA	280000	08/04/16
SERVICIO DE MOVILIDAD URBANA	PAGO A CUENTA 2º SEMESTRE 2016. SERV. TRANSP. VIAJEROS ZARAGOZA-MONZALBARBA-UTEBO	AGREDA-AUTOMOVIL-SA	280000	19/07/16
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS REDISTRIBUYE MAYO	SUPERMERCADOS-SABECO-SA	278777.5	18/07/16
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS ZARAGOZA REDISTRIBUYE FEBRERO	SUPERMERCADOS-SABECO-SA	278682.5	21/04/16
SERVICIO DE INSTALACIONES DEPORTIVAS	SERVICIOS DE SOCORRISMO EN CC.DD.MM. DE VERANO - JULIO 2016	EULEN-SA	275669.69	31/08/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. Sº LIMPIEZA DEPENDENCIAS MPLES. USO ADMINISTRATIVO MES DE ENERO 2016	FERROSER SERVICIOS AUXILIARES S.A.	275489.25	07/04/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA  FERROSER SERVICIOS AUXILIARES S.A. SERVICIO  LIMPIEZA USO ADMINISTRATIVO MES DE DICIEMBRE DE 2015.	FERROSER SERVICIOS AUXILIARES S.A.	275447.2	04/05/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA FERROSER SERVICIOS AUILIARES S.A. CERTIFICACION MARZO 2016 LIMPIEZA USO ADMINISTRATIVO.	FERROSER SERVICIOS AUXILIARES S.A.	274787.1	09/05/16
SERVICIO DE RELACIONES LABORALES	SEGURO DE VIDA AÑO 2016	VIDACAIXA S A SEGUROS Y REASEGUROS	274084.97	21/04/16
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS REDISTRIBUYE SEPTIEMBRE	SUPERMERCADOS-SABECO-SA	273243.75	30/12/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA FERROSER SERVICIOS AUXLIARES CERTIFICACION OCTUBRE 2016 LIMPIEZA USO ADMINISTRATIVO.	FERROSER SERVICIOS AUXILIARES S.A.	272529.9	30/12/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION MAYO 2016 LIMPIEZA USO ADMINISTRATIVO.	FERROSER SERVICIOS AUXILIARES S.A.	272050.34	29/07/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. LIMPIEZA DEPENDENCIAS MPLES. USO ADMVO. MES DE AGOSTO 2016.	FERROSER SERVICIOS AUXILIARES S.A.	271391.3	28/10/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION MES DE JULIO 2016 LIMPIEZA USO ADMINISTRATIVO.	FERROSER SERVICIOS AUXILIARES S.A.	271387.39	29/09/16
EQUIPAMIENTOS INSTALACIONES	SUMINISTROS ELECTRICIDAD	GAS-NATURAL-COMERCIALIZADORA-SA	264784.47	29/03/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION NOVIEMBRE 2016 LIMPIEZA USO ADMINISTRATIVO.	FERROSER SERVICIOS AUXILIARES S.A.	263643.04	30/12/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA  FERROSER LIMPIEZA DEPENDENCIAS USO ADMINISTRATIVO MES DE ABRIL 2016.	FERROSER SERVICIOS AUXILIARES S.A.	263298.7	07/06/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION SEMPTIEMBRE 2016 LIMPIEZA USO ADMINISTRATIVO.	FERROSER SERVICIOS AUXILIARES S.A.	263217.96	23/11/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION MES DE JUNIO 2016 LIMPIEZA USO ADMINISTRATIVO.	FERROSER SERVICIOS AUXILIARES S.A.	263130.33	29/07/16
SERVICIO DE PARQUES Y JARDINES	Certificación 11 (noviembre 2016) PARCIAL - Zonas Verdes  Sector I	FCC-SA	261579.05	10/04/17
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS REDISTRIBUYE JULIO	SUPERMERCADOS-SABECO-SA	260138.5	07/10/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. Sº LIMPIEZA DEPENDENCIAS MPLES. USO ADMINISTRATIVO MES DE FEBREROP DE 2016	FERROSER SERVICIOS AUXILIARES S.A.	257546.32	08/04/16
SERVICIO DE EXPLOTACIÓN DE REDES Y CARTOGRAFIA	50% CERTIFICACIÓN 33 SUMINISTRO CONTADORES 01/04/16-30/06/16	AQUARA-SAU	253269.21	30/09/16
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS ZARAGOZA REDISTRIBUYE	SUPERMERCADOS-SABECO-SA	252605	29/03/16
UNIDAD DE INVENTARIO Y GESTIÓN PATRIMONIAL	PÓLIZA AUTOMÓVILES CARTERA 2016 + VEHÍCULOS FUERA DE PLIEGO + REGULARIZACIÓN 2015	BILBAO-CIA-ANONIMA-SG-REASEGUR	252060.68	29/03/16
SERVICIO DE EXPLOTACIÓN DE REDES Y CARTOGRAFIA	50% CERTIFICACIÓN 32 SUMINISTRO CONTADORES 01/01/16-31/03/16	AQUARA-SAU	250767.97	23/06/16
SERVICIO DE EXPLOTACIÓN DE REDES Y CARTOGRAFIA	50% CERTIFICACIÓN 35 SERVICIOS CONTADORES 01/09/16-31/10/16	AQUARA-SAU	249262.66	30/12/16
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS REDISTRIBUYE JULIO	SUPERMERCADOS-SABECO-SA	248876.25	28/10/16
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	CERTIFICACION Nº 11 DE TRABAJOS COMPLEMENTARIOS PARA CONSERVACION DE ALUMBRADO PUBLICO	UTE ALUMBRADO ZARAGOZA	245220.77	23/01/17
SERVICIO DE MOVILIDAD URBANA	LIQUIDACIÓN PROVISIONAL AÑO 2015. LÍNEA ZARAGOZA-GARRAPINILLOS	AUTOCARES-SAMAR-BUIL-SA	244502.98	05/05/16
SERVICIO DE MOVILIDAD URBANA	CERTIFICACIÓN 2/2016. TRABAJOS REALIZADOS DEL 18-4-16 AL 30-6-16. MANTENIMIENTO Y CONSERVACIÓN DE LA SEÑALIZACIÓN HORIZONTAL Y VERTICAL EN ZARAGOZA.	API-MOVILIDAD-SA	242069	18/10/16
SERVICIO DE MOVILIDAD URBANA	LIQUIDACIÓN IVA PPU 2º SEMESTRE 2015. LÍNEA 1 TRANVÍA.	SDAD-ECONOMIA-MIXTA-TRANV-ZGZ-SA	241335.85	22/03/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION 8 AGOSTO 2016 MANTENIMIENTO COLEGIOS ZONA A.	MONCOBRA-SA	237170.64	30/12/16
SERVICIO DE MOVILIDAD URBANA	LIQUIDACIÓN IVA PPU. PRIMER SEMESTRE 2016. LÍNEA 1 TRANVÍA.	SDAD-ECONOMIA-MIXTA-TRANV-ZGZ-SA	236293.92	05/09/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION Nº 8 MES DE AGOSTO MANTENIMIENTO EDIF. ADMVOS., SOCIALES Y CULTURALES.	MONCOBRA-SA	235558.41	30/12/16
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	CERTIFICACION Nº 6 DE TRABAJOS COMPLEMENTARIOS PARA CONSERVACION DE ALUMBRADO PUBLICO	UTE ALUMBRADO ZARAGOZA	234110.49	19/01/17
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	CERTIFICACION Nº 4 DE TRABAJOS COMPLEMENTARIOS PARA CONSERVACION DE ALUMBRADO PUBLICO	UTE ALUMBRADO ZARAGOZA	232843.52	16/11/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION Nº 7 MES DE JULIO MANTENIMIENTO EDIF. ADMVOS., SOCIALES Y CULTURALES.	MONCOBRA-SA	232555.38	30/12/16
SERVICIO DE REDES Y SISTEMAS	Entrega Equipamiento Informatico de puesto Factura Electrónica: FV16-11-0103	RANDOM-CT-INFORMATICA-SA	232053.8	30/12/16
SERVICIO DE EXPLOTACIÓN DE REDES Y CARTOGRAFIA	50% CERTIFICACIÓN 31 SERVICIOS CONTADORES 01/12/15-31/12/15	AQUARA-SAU	230770.9	01/06/16
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS REDISTRIBUYE MARZO	SUPERMERCADOS-SABECO-SA	230090	10/05/16
SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	CERT. Nº 98 ZONA II. SEPTIEMBRE CONSERVACION DEL VIARIO PUBLICO.	CONST-MARIANO-LOPEZ-NAVARRO-SA	230057.78	18/01/17
SERVICIO DE INSTALACIONES DEPORTIVAS	SERVICIOS DE SOCORRISMO EN CC.DD.MM. DE VERANO - JUNIO 2016	EULEN-SA	229972.13	29/07/16
SERVICIO DE PARQUES Y JARDINES	Certificación 12 diciembre 2016 Fuentes Ornamentales	UTE-URBASER.SA-SOCAMEX.SAU	228939.05	23/01/17
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS REDISTRIBUYE ABRIL	SUPERMERCADOS-SABECO-SA	227458.5	23/06/16
SERVICIO DE MOVILIDAD URBANA	CERT. Nº 9/2016. SEPTIEMBRE 2016. CONSERVACION MATERIAL SEMAFORICO DE ZARAGOZA	CERMA-ARRIAXA-SL	227345.96	17/01/17
SERVICIO DE MOVILIDAD URBANA	LIQUIDACIÓN PROVISIONAL EJERCICIO 2015 SERV. TTE VIAJEROS ZARAGOZA-EL ZORONGO-CIUDAD DEL TRANSPORTE	ALOSA-AUTOCARES-Y-AUTOBUSES-SL	226053.84	04/05/16
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS OCTUBRE AYUDAS URGENTES	SUPERMERCADOS-SABECO-SA	225815	31/01/17
EQUIPAMIENTOS INSTALACIONES	SUMINISTROS GAS	GAS-NATURAL-COMERCIALIZADORA-SA	225115.9	26/05/16
SERVICIO DE MOVILIDAD URBANA	CERT. Nº 10/2016. OCTUBRE 2016. CONSERVACION MATERIAL SEMAFORICO DE ZARAGOZA	CERMA-ARRIAXA-SL	224345.25	24/01/17
SERVICIO DE MOVILIDAD URBANA	CERT. Nº 6/2016.JUNIO 2016. CONSERVACION MATERIAL SEMAFORICO DE ZARAGOZA	CERMA-ARRIAXA-SL	223836.21	07/10/16
SERVICIO DE REDES Y SISTEMAS	Suministro Almacenamiento documental_Factura Electrónica: 6162062983	INFORMATICA-EL-CORTE-INGLES-SA	217291.8	31/01/17
SERVICIO DE MOVILIDAD URBANA	CERTIFICACIÓN ANUAL 2015. SERV. TTE. AEROPUERTO-PLAZA-ZARAGOZA.	AGREDA-AUTOMOVIL-SA	216826.22	21/07/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION Nº 4 MES DE ABRIL MANTENIMIENTO EDIFICIOS ADMINISTRATIVOS, SOCIALES Y CULTURALES.	MONCOBRA-SA	208279.8	30/11/16
SERVICIO DE PARQUES Y JARDINES	Certificación 11 (noviembre)  2016 Fuentes Ornamentales	UTE-URBASER.SA-SOCAMEX.SAU	208057.9	23/01/17
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS REDISTRIBUYE NOVIEMBRE	SUPERMERCADOS-SABECO-SA	205033.75	31/01/17
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION Nº 2 FEBRERO 2016, MANTENIMIENTO EDIF. ADMVOS., SOCIALES Y CULTURALES.	MONCOBRA-SA	203000.21	07/06/16
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	CERTIFICACION NUMERO 2 RENOVACION DEL ALUMBRADO PU--BLICO EN LA URBANIZACION RIOS DE-ARAGON (ZONA A)	UTE-RIOS-DE-ARAGON	202087.73	30/12/16
POLICIA LOCAL	ADQUISICION 6 VEHICULOS PATRULLA TURISMO PARA TRASLADO DE DETENIDOS Y 1 VEHICULO TURISMO PARA LA POLICIA LOCAR MODELO FORD C-MAX TREND+ 1.5 TDCI 120CV 6V. MATRICULAS: 3997JVF, 3984JVF, 3995JVF, 3990JVF, 3992JVF, 3985JVF, 3991JVF	AUTOMOVILES-SANCHEZ-SA	201784.08	23/01/17
EQUIPAMIENTOS INSTALACIONES	CERTIFICACION 11 NOVIEMBRE Y DICIEMBRE BARRIOS RURALES CONS. Y MANT. EDIF. ADMVO. SOCIALES Y CULTURALES	MONCOBRA-SA	200750.5	30/01/17
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION Nº 1 MES DE ENERO DE 2016 CONSERVACION EDIFI. ADMVOS. SOCIALES Y CULTURALES.	MONCOBRA-SA	197829.25	07/06/16
SECCION DE APOYO OPERATIVO	ACUERDO MARCO SUMINISTRO VESTUARIO SUMINISTRO 2016	SEPI-PRODISER-SL	197489.48	23/01/17
SERVICIO DE MOVILIDAD URBANA	LIQUIDACIÓN PROVISIONAL EJERCICIO 2015 SERV. TTE. VIAJEROS ZARAGOZA-SAN JUAN DE MOZARRIFAR	ALOSA-AUTOCARES-Y-AUTOBUSES-SL	196471.78	26/04/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION Nº 7 MES DE JULIO EQUIPAMIENTOS DEPORTIVOS.	MONCOBRA-SA	195150.58	04/11/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION Nº 6 CONSERVACION EQUIPAMIENTOS ADMINISTRATIVOS, SOCIALES Y CULTURALES AYUNTAMIENTO.	MONCOBRA-SA	194417.28	30/11/16
SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	REGULARIZACIÓN PRECIOS 2011-2012-2013 EXPLOTACIÓN DE PUNTOS LIMPIOS.	FCC-SA	194093.16	13/06/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION Nº 10 OCUTBRE 3 DE 3. CONSERV. EDIFIC. ADMVOS., SOCIALES Y CULTURALES.	MONCOBRA-SA	193756.39	24/01/17
SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	CERT. Nº 70 C. Bici Tenor Fleta ZONA I - CONSERVACION DEL VIARIO PUBLICO MUNICIPAL DE ZARAGOZA (ZONA I)	INFRAESTRUCTURAS-VIALES-SA	190938.36	13/06/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION 7 JULIO 2016 MANTENIMIENTO COLEGIOS ZONA B.	MONCOBRA-SA	190052.12	30/12/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA EULEN S.A. CERTIFICACION NOVIEMBRE 2/4 LIMPIEZA COLEGIOS.	EULEN-SA	190000	11/01/17
SERVICIO DE MOVILIDAD URBANA	CERT. Nº 4/2016. ABRIL 2016. CONSERVACION MATERIAL SEMAFORICO DE ZARAGOZA	CERMA-ARRIAXA-SL	189686.61	04/07/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION Nº 9 SEPTIEMBRE 2016 COLEGIOS ZONA B	MONCOBRA-SA	184036.75	30/12/16
SERVICIO DE MOVILIDAD URBANA	CERT. Nº 12/2015 CONSERVACION MATERIAL SEMAFORICO DE ZARAGOZA. DICIEMBRE 2015.	CERMA-ARRIAXA-SL	183637.07	19/05/16
SERVICIO DE EXPLOTACIÓN DE REDES Y CARTOGRAFIA	50% CERTIFICACIÓN 34 SERVICIOS CONTADORES 01/07/16-31/08/16	AQUARA-SAU	181500	20/12/16
SERVICIO DE PARQUES Y JARDINES	Certificación 6 (Junio) 2016 Zonas Verdes Sector II UMBELA	UMBELA-SCL	181327.51	19/01/17
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION 11 MES DE NOVIEMBRE 2 DE 2 CONSERV. EQUIP. DEPORTIVOS.	MONCOBRA-SA	179623.83	30/12/16
EQUIPAMIENTOS INSTALACIONES	SUMINISTROS ELECTRICIDAD	GAS-NATURAL-COMERCIALIZADORA-SA	178890.02	05/05/16
SERVICIO DE MOVILIDAD URBANA	CERT. Nº 1/2016. ENERO 2016. CONSERVACION MATERIAL SEMAFORICO DE ZARAGOZA	CERMA-ARRIAXA-SL	175884.12	26/05/16
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS ZARAGOZA REDISTRIBUYE ENERO	SUPERMERCADOS-SABECO-SA	175351	21/04/16
EQUIPAMIENTOS INSTALACIONES	ABONO FACTURA MONCOBRA S.A. CERTIFICACION Nº 7 JULIO 2016 MANTENIMIENTO COLEGIOS ZONA A.	MONCOBRA-SA	175050.49	30/12/16
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	CERTIFICACION Nº 9 DE TRABAJOS COMPLEMENTARIOS PARA CONSERVACION DE ALUMBRADO PUBLICO	UTE ALUMBRADO ZARAGOZA	173076.15	19/01/17
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA III JUNIO	SERVISAR-SERVICIOS-SOCIALES-SL	172818.77	05/10/16
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA III SEPTIEMBRE	SERVISAR-SERVICIOS-SOCIALES-SL	171393.12	22/12/16
EQUIPAMIENTOS INSTALACIONES	SUMINISTROS GAS	GAS-NATURAL-COMERCIALIZADORA-SA	171341.09	15/07/16
S. SOCIALES COMUNITARIOS	RO PRESTACIONES DOMICILIARIAS ZONA III AGOSTO	SERVISAR-SERVICIOS-SOCIALES-SL	170459.7	28/10/16
SERVICIO DE MOVILIDAD URBANA	CERT. Nº 5/2016. MAYO 2016. CONSERVACION MATERIAL SEMAFORICO DE ZARAGOZA	CERMA-ARRIAXA-SL	170060.79	26/08/16
SERVICIO DE PARQUES Y JARDINES	Certificación 9 (Septiembre) 2016 Zonas Verdes Sector II UMBELA	UMBELA-SCL	169292.02	19/01/17
